text,label
"Remdesivir previously demonstrated effectiveness against the MERS coronavirus.<|cit|> [SEP] Thus, we provide in vivo evidence of the potential for RDV to treat MERS-CoV infections. Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro.",ACCURATE
"Clinical case studies showed that the antiviral drug remdesivir, which has broad spectrum anti<|other_cit|> is effective in inhibiting SARS-CoV-2.<|multi_cit|> [SEP] NO EVIDENCE",IRRELEVANT
The antiviral efficacy was further confirmed in MERS-CoV infection mouse and rhesus macaque models (<|multi_cit|>). [SEP] NO EVIDENCE,IRRELEVANT
"In another recent study, remdesivir was shown to possess better in vitro antiviral efficacy against MERS-CoV in comparison to lopinavir and ritanovir<|multi_cit|>. [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",ACCURATE
"A similar delivery vehicle has previously been shown to selectively activate cGAS- and STING-dependent immune recognition pathways, which are involved in innate immune sensing of HIV-1 during natural infection [<|cit|>]. [SEP] TREX1 bound to cytosolic HIV DNA and digested excess HIV DNA that would otherwise activate IFN expression via a TBK1, STING and IRF3 dependent pathway.",NOT_ACCURATE
innate immune responses have been appreciated to play an important role in both control and pathogenesis of HIV infection <|multi_cit|> [SEP] It would be worth evaluating whether TREX1 polymorphisms or autoimmune disease are associated with reduced HIV transmission or a more benign disease course. The innate immune pathway uncovered in this study will improve understanding of how HIV intersects with innate immunity and may also shed light on autoimmune and inflammatory syndromes linked to TREX1 mutation.,ACCURATE
"cell-intrinsic immune responses in DCs are inhibited by the host protein TREX1, a host exonuclease that degrades HIV-1 reverse transcripts, which otherwise trigger microbial DNA sensors, leading to cell-intrinsic secretion of type I interferons [<|multi_cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"overall HIV-1 replication in which TREX1 expression is suppressed or ablated is reduced compared replication in normal cells, because DNA sensing results in expression of antiviral IFNs (<|cit|>) [SEP] Based on siRNA experiments, none of the known DNA sensors is involved. Therefore our working model of the innate immune pathway activated by cytosolic HIV DNA starts with an unknown sensor (that may preferentially recognize ssDNA) that signals through STING, TBK1 and IRF3 to activate IFN expression.",NOT_ACCURATE
"depletion of the host cytosolic DNA exonuclease three prime repair exonuclease 1 (TREX1), a DNA exonuclease, increases the type I interferon (IFN) response to HIV and murine leukemia virus (MLV) infection (<|multi_cit|>) [SEP] NO EVIDENCE",IRRELEVANT
"HIV not only exploits many host factors for the successful completion of the life cycle (<|other_cit|>), it also exploits several key host factors that are critical for subversion of innate immune responses in target cells (<|multi_cit|>; [SEP] HIV infection of its main target cells, macrophages and CD4+ T cells, does not induce cell-autonomous IFNs35. We showed here that the host cytoplasmic exonuclease TREX1 helps HIV evade innate immunity by digesting reverse transcripts that are not imported into the nucleus and would otherwise induce IFNs.",ACCURATE
"To investigate this, we first analyzed the expression of SAMHD1 and TREX1 in cDCs after exposure to HIV-1; these host factors can affect HIV-1 RT products by reducing the synthesis of HIV-1 RT products [<|other_cit|>] or enhancing their degradation [<|multi_cit|>], respectively. [SEP] HIV infection of its main target cells, macrophages and CD4+ T cells, does not induce cell-autonomous IFNs35. We showed here that the host cytoplasmic exonuclease TREX1 helps HIV evade innate immunity by digesting reverse transcripts that are not imported into the nucleus and would otherwise induce IFNs.",ACCURATE
"in the absence of TREX1, a type I IFN response is induced that inhibits HIV replication and spreading, although the specific DNA sensor responsible remains to be identified <|cit|> [SEP] Therefore our working model of the innate immune pathway activated by cytosolic HIV DNA starts with an unknown sensor (that may preferentially recognize ssDNA) that signals through STING, TBK1 and IRF3 to activate IFN expression. Type I IFNs inhibit HIV replication at multiple steps in the early phase of its life cycle and thereby suppress viral spreading. TREX1 bound to cytosolic HIV DNA and digested excess HIV DNA that would otherwise activate IFN expression via a TBK1, STING and IRF3 dependent pathway.",ACCURATE
"Since only a few copies of HIV DNA integrate, the bulk of HIV DNA remains in the cytosol unless cleared by host enzymes (<|cit|>). [SEP] Few copies of HIV DNA integrate, leaving behind HIV DNA in the cytosol to be cleared by host enzymes.",ACCURATE
"TREX1 has previously been implicated in the HIV-1 life cycle [<|cit|>] [SEP] Therefore our working model of the innate immune pathway activated by cytosolic HIV DNA starts with an unknown sensor (that may preferentially recognize ssDNA) that signals through STING, TBK1 and IRF3 to activate IFN expression. Type I IFNs inhibit HIV replication at multiple steps in the early phase of its life cycle and thereby suppress viral spreading. The cytosolic exonuclease TREX1 suppressed IFN triggered by HIV.",ACCURATE
"Some of the earliest evidence that HIV-1 produces a stimulatory DNA PAMP during infection was obtained in human CD4+ T cells and macrophages that had been depleted for the cytosolic exonuclease TREX1 (<|cit|>). In this study TREX1 was suggested to digest unencapsidated HIV-1 DNA that would otherwise activate a type I IFN response in a STING-dependent ma [SEP] TREX1 bound to cytosolic HIV DNA and digested excess HIV DNA that would otherwise activate IFN expression via a TBK1, STING and IRF3 dependent pathway.",ACCURATE
"HIV-1 has the potential to stimulate the innate immune system through its RNA, DNA, and capsid <|multi_cit|> [SEP] Nonetheless, it will be important to determine whether TREX1 modulates IFN signaling in pDC. HIV-stimulated IFN activation in Trex1−/− cells is eliminated by treating infected cells with an RT inhibitor, but not an IN inhibitor, suggesting that HIV DNA, but not gRNA, is the nucleic acid that triggers innate immunity.",NOT_ACCURATE
"The cellular exonuclease TREX1 was recently shown to bind and digest excess cytosolic HIV-1 DNA that would otherwise activate type I IFN expression and trigger an innate immune response [<|cit|>]. [SEP] TREX1 binds to transfected immunostimulatory DNA (ISD), and Trex1−/− cells accumulate cytoplasmic DNA derived from endogenous retroelements, which activates interferon regulatory factor 3 (IRF3)-dependent IFN expression6,7.",ACCURATE
HIV achieves immune evasion in these target cells by exploiting the host DNase TREX1 (<|cit|>) [SEP] TREX1 is the most abundant 3′-5′ DNase in cells2.,ACCURATE
"the cytoplasmic exonuclease TREX1, which degrades HIV-1 reverse transcripts that would otherwise be sensed by cGAS leading to a type I IFN response (<|multi_cit|>) [SEP] NO EVIDENCE",IRRELEVANT
"TREX1 was proposed to degrade cytosolic DNA resulting from HIV-1 reverse transcription, which would otherwise be capable of inducing an IFN response [<|cit|>]. [SEP] D18N is a mutation in a highly conserved Mg2+-binding site within the Exo1 domain of TREX1 that eliminates exonuclease activity and interferes with enzymatic activity of the WT/mutant TREX1 heterodimer3,16. Cells expressing the D18N mutant also accumulate all DNA species introduced by infection or transfection (Fig.",ACCURATE
"TREX1 mutations in humans are associated with autoimmune and inflammatory diseases, including AGS [<|cit|>] [SEP] It would be worth evaluating whether TREX1 polymorphisms or autoimmune disease are associated with reduced HIV transmission or a more benign disease course. The innate immune pathway uncovered in this study will improve understanding of how HIV intersects with innate immunity and may also shed light on autoimmune and inflammatory syndromes linked to TREX1 mutation.",ACCURATE
Yan et al. proposed that TREX1 suppressed a type I IFN response that otherwise would be induced by HIV-1 infection [<|cit|>]. [SEP] The cytosolic exonuclease TREX1 suppressed IFN triggered by HIV.,ACCURATE
